Document Title,Title Level,Authors,Publication Title,Publication Year,Start Page,End Page,,>= 4,Abstract,Abstract level,Double-check by Tiago or Paulo,DOI,PDF Link,OBS
Automatic and Continuous Software Architecture Validation,1,M. Goldstein; I. Segall,2015 IEEE/ACM 37th IEEE International Conference on Software Engineering,2015,59,68,10,1,"Software systems tend to suffer from architectural problems as they are being developed. While modern software development methodologies such as Agile and Dev-Ops suggest different ways of assuring code quality, very little attention is paid to maintaining high quality of the architecture of the evolving systems. By detecting and alerting about violations of the intended software architecture, one can often avoid code-level bad smells such as spaghetti code. Typically, if one wants to reason about the software architecture, the burden of first defining the intended architecture falls on the developer's shoulders. This includes definition of valid and invalid dependencies between software components. However, the developers are seldom familiar with the entire software system, which makes this task difficult, time consuming and error-prone. We propose and implement a solution for automatic detection of architectural violations in software artifacts. The solution, which utilizes a number of predefined and user-defined patterns, does not require prior knowledge of the system or its intended architecture. We propose to leverage this solution as part of the nightly build process used by development teams, thus achieving continuous automatic validation of the system's software architecture. As we show in multiple open-source and proprietary cases, a small set of predefined patterns can detect architectural violations as they are introduced over the course of development, and also capture deterioration in existing architectural problems. By evaluating the tool on relatively large open-source projects, we also validate its scalability and practical applicability to large software systems.",0,,10.1109/ICSE.2015.135,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7202950,
Water Science Software Institute: An open source engagement process,1,S. Ahalt; B. Minsker; M. Tiemann; L. Band; M. Palmer; R. Idaszak; C. Lenhardt; M. Whitton,2013 5th International Workshop on Software Engineering for Computational Science and Engineering (SE-CSE),2013,40,47,8,1,"We have conceptualized a public/private Water Science Software Institute (WSSI) whose mission is â€œto enable and accelerate transformative water science by concurrently transforming both the software culture and the research culture of the water science communityâ€. To achieve our goals, we have applied an Open Community Engagement Process (OCEP), based in large part on the principles and practices of Agile and Open Source software development. This manuscript describes the WSSI and the OCEP model we have developed to operationalize the WSSI.",1,,10.1109/SECSE.2013.6615098,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615098,0
Towards Next Generation Requirements Engineering,1,T. Fancott; P. Kamthan; N. Shahmir,2012 International Conference on Social Informatics,2012,328,331,4,1,"This paper analyzes the potential of the Mobile Social Web in facilitating the social dimension of agile requirements engineering. In doing so, an agile requirements engineering process (AREP) is presented. AREP consists of a nonlinear sequence of technical activities, each of which is supported by a number of social activities. A compendium of representative examples that illustrate the interplay between activities underlying AREP and Social Web applications is given. The relationships to other software project artifacts, and to open source software (OSS), are highlighted.",1,,10.1109/SocialInformatics.2012.11,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6542458,0
TWINS - This Workflow Is Not Scrum: Agile Process Adaptation for Open Source Software Projects,1,P. T. Robinson; S. Beecham,2019 IEEE/ACM International Conference on Software and System Processes (ICSSP),2019,24,33,10,1,"It is becoming commonplace for companies to contribute to open source software (OSS) projects. At the same time, many software organizations are applying Scrum software development practices, for productivity and quality gains. Scrum calls for self-organizing teams, in which the development team has total control over its development process. However, OSS projects typically have their own processes and standards, which might not mesh well with a company's internal processes, such as Scrum. This paper presents an experience report from Sony Interactive Entertainment (SIE), where the ""toolchain CPU compiler"" team directly participates in the ""LLVM"" OSS project. The team ran into a number of difficulties when using Scrum to manage their development. In particular, the team often failed to complete Scrum sprints where tasks required interaction with the open source community. We look at how the team redefined task flows to alleviate these difficulties, and eventually evolved a highly modified process, dubbed TWINS (This Workflow Is Not Scrum). We assess the revised process, and compare it to other established agile methods, finding it bears a strong resemblance to Scrumban (the SIE team was not aware of Scrumban previously). The TWINS framework presented here may help other organizations who develop software in-house and engage in OSS projects, to gain the best of both worlds.",1,,10.1109/ICSSP.2019.00014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8812868,0
Visual backlog in agile management tools for rapid software development,1,K. Parveen; F. Munir,2015 International Conference on Open Source Systems & Technologies (ICOSST),2015,84,90,7,1,"Rapid software development demand in software engineering is increasing with passage of time in all fields of life and in all domains of computer. Agile methodology is result of this rapid software demand and it is focusing on how to balance the ratio of developed software according to user demands. This research paper enlightens the agile methodologies and their conversion into the agile project management tools for ease as well as for rapid software development. This versatile use of agile project management tools systems has also posed new ways for analysis, planning and communication in software development. We reviewed current agile management tools on a set of parameters and compared to analyze systems merits and deficiencies. Based on our analysis, we have provided recommendations for error free rapid development. To support our recommendation we added a visual backlog in agile management tools which in return lessen the communication gap between developer and client. As our own future research work, we intend to study agile management tools from human computer interaction perspective.",0,,10.1109/ICOSST.2015.7396407,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7396407,
Specialization for energy efficiency using agile development,1,B. NikoliÄ‡; J. Bachrach; E. Alon; K. AsanoviÄ‡; D. Patterson,2015 Fourth Berkeley Symposium on Energy Efficient Electronic Systems (E3S),2015,1,2,2,0,"Designing hardware specialized for a target application domain dramatically improves energy efficiency. However, the design of specialized hardware is hampered by high cost, dominated by the effort needed to design, validate, and verify the custom integrated circuit. An agile design approach, discussed here, relies on hardware generators coupled with rapid design of iterative prototypes and open source to reduce the cost of hardware specialization.",0,,10.1109/E3S.2015.7336777,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7336777,
Learning to Identify Security-Related Issues Using Convolutional Neural Networks,0,D. N. Palacio; D. McCrystal; K. Moran; C. Bernal-CÃ¡rdenas; D. Poshyvanyk; C. Shenefiel,2019 IEEE International Conference on Software Maintenance and Evolution (ICSME),2019,140,144,5,1,"Software security is becoming a high priority for both large companies and start-ups alike due to the increasing potential for harm that vulnerabilities and breaches carry with them. However, attaining robust security assurance while delivering features requires a precarious balancing act in the context of agile development practices. One path forward to help aid development teams in securing their software products is through the design and development of security-focused automation. Ergo, we present a novel approach, called SecureReqNet, for automatically identifying whether issues in software issue tracking systems describe security-related content. Our approach consists of a two-phase neural net architecture that operates purely on the natural language descriptions of issues. The first phase of our approach learns high dimensional word embeddings from hundreds of thousands of vulnerability descriptions listed in the CVE database and issue descriptions extracted from open source projects. The second phase then utilizes the semantic ontology represented by these embeddings to train a convolutional neural network capable of predicting whether a given issue is security-related. We evaluated SecureReqNet by applying it to identify security-related issues from a dataset of thousands of issues mined from popular projects on GitLab and GitHub. In addition, we also applied our approach to identify security-related requirements from a commercial software project developed by a major telecommunication company. Our preliminary results are encouraging, with SecureReqNet achieving an accuracy of 96% on open source issues and 71.6% on industrial requirements.",,,10.1109/ICSME.2019.00024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8919098,
From Code to Design: A Reverse Engineering Approach,1,E. Varoy; J. Burrows; J. Sun; S. Manoharan,2016 21st International Conference on Engineering of Complex Computer Systems (ICECCS),2016,181,186,6,1,"Understanding existing pieces of software is a challenge faced by many software developers regardless of their experience. This project researches into existing reverse engineering tools used for code comprehension and identifies the limitations of the current approaches. Furthermore, a prototype implementation was developed to extract design models from available source code in order to achieve better program comprehension. The design and implementation of the model extraction tool were defined, with a focus on Java systems and an agile methodology. This tool was realised by extending the existing open source diagrammatic software, UMLet, with a set of features to aid in code comprehension. Finally, the prototype implementation was evaluated against the related tools in the field as well as by a group of professional experts.",0,,10.1109/ICECCS.2016.030,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7816583,
Studying the Impact of Policy Changes on Bug Handling Performance,1,Z. Abou Khalil,2019 IEEE International Conference on Software Maintenance and Evolution (ICSME),2019,590,594,5,1,"The majority of the software development effort is spent on software maintenance. Bug handling constitutes one of the major software maintenance activities. Earlier studies have empirically investigated various aspects of bug handling, such as bug triaging, bug fixing, and bug process analysis. However, results from previous studies may not be applicable to contemporary agile software development practices.Moreover, these studies did not investigate how changes in the development policies and supporting tools impact the bug handling process. Therefore, our main goal is to investigate the impact of such changes on the bug handling process performance. To do so, we are conducting empirical studies on large and long-lived open source software projects. We report on our current research findings and outline the ongoing Ph.D. research project of the first author.",0,,10.1109/ICSME.2019.00093,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8918977,
"tinyLTE: Lightweight, Ad Hoc Deployable Cellular Network for Vehicular Communication",0,F. Eckermann; P. Gorczak; C. Wietfeld,2018 IEEE 87th Vehicular Technology Conference (VTC Spring),2018,1,5,5,1,"The application of LTE technology has evolved from infrastructure-based deployments in licensed bands to new use cases covering ad hoc, device-to-device communications and unlicensed band operation. Vehicular communication is an emerging field of particular interest for LTE, covering in our understanding both automotive (cars) as well as unmanned aerial vehicles. Existing commercial equipment is designed for infrastructure making it unsuitable for vehicular applications requiring low weight and unlicensed band support (e.g. 5.9 GHz ITS-band). In this work, we present tinyLTE, a system design which provides fully autonomous, multi-purpose and ultra-compact LTE cells by utilizing existing open source eNB and EPC implementations. Due to its small form factor and low weight, the tinyLTE system enables mobile deployment on board of cars and drones as well as smooth integration with existing roadside infrastructure. Additionally, the standalone design allows for systems to be chained in a multi-hop configuration. The paper describes the lean and low-cost design concept and implementation followed by a performance evaluation for single and two-hop configurations at 5.9 GHz. The results from both lab and field experiments validate the feasibility of the tinyLTE approach and demonstrate its potential to even support real-time vehicular applications (e.g. with a lowest average end-to-end latency of around 7 ms in the lab experiment).",,,10.1109/VTCSpring.2018.8417761,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417761,
